# Generated with seed: 465365
game_week,home_team,away_team,division
14,CHI1,SLO2,Div 8
14,HOH2,WMO2,Div 8
14,SWB3,BRF2,Div 8
14,WRI2,SJB2,Div 8
14,BAP5,BRE1,Div 9
14,GAL3,HUT1,Div 9
14,NAV2,CSK2,Div 9
14,OCH4,HAP2,Div 9
14,UPM1,SOS3,Div 9
14,BAP1,LBA1,Premier
14,GWA1,HRO1,Premier
14,IGF1,TER1,Premier
14,SLO1,SPM1,Premier
14,TIL1,RET1,Premier
15,BEA1,EHG1,Div 1
15,GTO1,STO1,Div 1
15,ILC1,SWB1,Div 1
15,OCH1,HAP1,Div 1
15,SOS1,RAY1,Div 1
15,BFL1,RAF2,Div 10
15,GTO3,SOS4,Div 10
15,ILC4,HOH3,Div 10
15,RAY4,RAN2,Div 10
15,UPM2,WIL2,Div 10
15,BRX2,HUT2,Div 11
15,GAL4,OAK1,Div 11
15,GWA3,EAS3,Div 11
15,RAY5,OCH5,Div 11
15,SLO3,BRE2,Div 11
15,BRO1,PUR1,Div 2
15,GAL1,AGH1,Div 2
15,GBA1,EPF1,Div 2
15,SWE1,THB1,Div 2
15,WRI1,BRF1,Div 2
15,EAS1,BAP2,Div 3
15,GWK1,SPM2,Div 3
15,HIE1,GWA2,Div 3
15,NAV1,WMO1,Div 3
15,RAN1,BOR1,Div 3
15,CSK1,OCH2,Div 4
15,CTI1,CWR1,Div 4
15,RAY2,HRO2,Div 4
15,STO2,BRX1,Div 4
15,WIL1,GTO2,Div 4
15,AGH2,BEA2,Div 5
15,RAF1,HOH1,Div 5
15,RET2,LBA2,Div 5
15,STA1,GAL2,Div 5
15,SWB2,SJB1,Div 5
15,BAP3,SPM3,Div 6
15,DAN1,SWE2,Div 6
15,EPF2,SOS2,Div 6
15,THB2,ILC2,Div 6
15,TIL2,RAY3,Div 6
15,BEN1,BRO2,Div 7
15,BOR2,GBA2,Div 7
15,EHG2,EAS2,Div 7
15,IGF2,ILC3,Div 7
15,TER2,BAP4,Div 7
15,BRF2,CHI1,Div 8
15,HOH2,SWB3,Div 8
15,SJB2,OCH3,Div 8
15,SLO2,AGH3,Div 8
15,WMO2,WRI2,Div 8
15,BRE1,NAV2,Div 9
15,HAP2,BAP5,Div 9
15,HUT1,CSK2,Div 9
15,OCH4,UPM1,Div 9
15,SOS3,GAL3,Div 9
15,BAP1,RET1,Premier
15,GWA1,IGF1,Premier
15,HRO1,TIL1,Premier
15,LBA1,SLO1,Premier
15,SPM1,TER1,Premier
16,HAP1,BEA1,Div 1
16,RAY1,ILC1,Div 1
16,SOS1,GTO1,Div 1
16,STO1,EHG1,Div 1
16,SWB1,OCH1,Div 1
16,GTO3,HOH3,Div 10
16,RAF2,RAY4,Div 10
16,RAN2,UPM2,Div 10
16,SOS4,ILC4,Div 10
16,WIL2,BFL1,Div 10
16,EAS3,GAL4,Div 11
16,GWA3,SLO3,Div 11
16,HUT2,BRE2,Div 11
16,OAK1,RAY5,Div 11
16,OCH5,BRX2,Div 11
16,EPF1,BRO1,Div 2
16,GBA1,BRF1,Div 2
16,PUR1,GAL1,Div 2
16,SWE1,AGH1,Div 2
16,WRI1,THB1,Div 2
16,BAP2,RAN1,Div 3
16,BOR1,HIE1,Div 3
16,GWA2,EAS1,Div 3
16,NAV1,GWK1,Div 3
16,SPM2,WMO1,Div 3
16,BRX1,CSK1,Div 4
16,CWR1,WIL1,Div 4
16,GTO2,STO2,Div 4
16,HRO2,CTI1,Div 4
16,OCH2,RAY2,Div 4
16,AGH2,SWB2,Div 5
16,BEA2,STA1,Div 5
16,GAL2,RET2,Div 5
16,HOH1,LBA2,Div 5
16,SJB1,RAF1,Div 5
16,BAP3,TIL2,Div 6
16,ILC2,SOS2,Div 6
16,RAY3,SWE2,Div 6
16,SPM3,DAN1,Div 6
16,THB2,EPF2,Div 6
16,BRO2,GBA2,Div 7
16,EAS2,TER2,Div 7
16,EHG2,BOR2,Div 7
16,IGF2,BEN1,Div 7
16,ILC3,BAP4,Div 7
16,AGH3,WRI2,Div 8
16,BRF2,SLO2,Div 8
16,OCH3,HOH2,Div 8
16,SWB3,CHI1,Div 8
16,WMO2,SJB2,Div 8
16,BAP5,HUT1,Div 9
16,BRE1,HAP2,Div 9
16,CSK2,SOS3,Div 9
16,GAL3,OCH4,Div 9
16,UPM1,NAV2,Div 9
16,LBA1,GWA1,Premier
16,RET1,IGF1,Premier
16,SLO1,BAP1,Premier
16,TER1,HRO1,Premier
16,TIL1,SPM1,Premier
17,BEA1,STO1,Div 1
17,EHG1,HAP1,Div 1
17,GTO1,ILC1,Div 1
17,OCH1,SOS1,Div 1
17,RAY1,SWB1,Div 1
17,BFL1,GTO3,Div 10
17,HOH3,SOS4,Div 10
17,ILC4,RAN2,Div 10
17,RAF2,UPM2,Div 10
17,RAY4,WIL2,Div 10
17,BRE2,OAK1,Div 11
17,BRX2,EAS3,Div 11
17,GAL4,GWA3,Div 11
17,HUT2,RAY5,Div 11
17,SLO3,OCH5,Div 11
17,AGH1,WRI1,Div 2
17,BRF1,SWE1,Div 2
17,EPF1,PUR1,Div 2
17,GAL1,GBA1,Div 2
17,THB1,BRO1,Div 2
17,BOR1,NAV1,Div 3
17,EAS1,SPM2,Div 3
17,HIE1,BAP2,Div 3
17,RAN1,GWA2,Div 3
17,WMO1,GWK1,Div 3
17,CSK1,CWR1,Div 4
17,CTI1,GTO2,Div 4
17,HRO2,OCH2,Div 4
17,STO2,RAY2,Div 4
17,WIL1,BRX1,Div 4
17,HOH1,BEA2,Div 5
17,LBA2,RAF1,Div 5
17,RET2,SJB1,Div 5
17,STA1,AGH2,Div 5
17,SWB2,GAL2,Div 5
17,DAN1,RAY3,Div 6
17,ILC2,BAP3,Div 6
17,SOS2,THB2,Div 6
17,SWE2,SPM3,Div 6
17,TIL2,EPF2,Div 6
17,BAP4,EHG2,Div 7
17,BEN1,EAS2,Div 7
17,BRO2,BOR2,Div 7
17,GBA2,IGF2,Div 7
17,TER2,ILC3,Div 7
17,AGH3,BRF2,Div 8
17,CHI1,OCH3,Div 8
17,SJB2,SLO2,Div 8
17,SWB3,WMO2,Div 8
17,WRI2,HOH2,Div 8
17,HAP2,GAL3,Div 9
17,NAV2,HUT1,Div 9
17,OCH4,CSK2,Div 9
17,SOS3,BRE1,Div 9
17,UPM1,BAP5,Div 9
17,BAP1,TER1,Premier
17,GWA1,RET1,Premier
17,IGF1,HRO1,Premier
17,SLO1,TIL1,Premier
17,SPM1,LBA1,Premier
18,EHG1,OCH1,Div 1
18,GTO1,RAY1,Div 1
18,ILC1,BEA1,Div 1
18,STO1,SOS1,Div 1
18,SWB1,HAP1,Div 1
18,GTO3,RAN2,Div 10
18,HOH3,RAF2,Div 10
18,SOS4,RAY4,Div 10
18,UPM2,BFL1,Div 10
18,WIL2,ILC4,Div 10
18,GAL4,BRX2,Div 11
18,GWA3,HUT2,Div 11
18,OAK1,SLO3,Div 11
18,OCH5,EAS3,Div 11
18,RAY5,BRE2,Div 11
18,AGH1,EPF1,Div 2
18,BRO1,GAL1,Div 2
18,PUR1,BRF1,Div 2
18,SWE1,WRI1,Div 2
18,THB1,GBA1,Div 2
18,BAP2,BOR1,Div 3
18,GWK1,EAS1,Div 3
18,RAN1,NAV1,Div 3
18,SPM2,HIE1,Div 3
18,WMO1,GWA2,Div 3
18,BRX1,GTO2,Div 4
18,CSK1,CTI1,Div 4
18,CWR1,HRO2,Div 4
18,OCH2,STO2,Div 4
18,RAY2,WIL1,Div 4
18,BEA2,RET2,Div 5
18,GAL2,HOH1,Div 5
18,LBA2,STA1,Div 5
18,RAF1,SWB2,Div 5
18,SJB1,AGH2,Div 5
18,BAP3,SWE2,Div 6
18,EPF2,ILC2,Div 6
18,RAY3,THB2,Div 6
18,SOS2,DAN1,Div 6
18,SPM3,TIL2,Div 6
18,BOR2,IGF2,Div 7
18,EAS2,BRO2,Div 7
18,GBA2,BAP4,Div 7
18,ILC3,BEN1,Div 7
18,TER2,EHG2,Div 7
18,BRF2,SJB2,Div 8
18,HOH2,AGH3,Div 8
18,OCH3,WMO2,Div 8
18,SLO2,SWB3,Div 8
18,WRI2,CHI1,Div 8
18,BAP5,CSK2,Div 9
18,BRE1,GAL3,Div 9
18,HAP2,UPM1,Div 9
18,HUT1,SOS3,Div 9
18,NAV2,OCH4,Div 9
18,GWA1,TER1,Premier
18,HRO1,LBA1,Premier
18,IGF1,SLO1,Premier
18,RET1,SPM1,Premier
18,TIL1,BAP1,Premier
