WAN1,a,7
COL1,a,3
HAR1,a,2
HAR1,h,3
HAR3,h,2
HAR3,a,3
WWE1,h,1
WWE1,a,2
WWE3,h,1
WWE3,a,2
GOR1,a,1
GOR1,h,9
SLH1,h,9
SPR1,h,1
SPR1,h,9
